Column1,name,minutes,ingredients,n_ingredients,ingredients_clean_processed,type,fat,carbohydrates,fibres,protein,vitamin_A,vitamin_B1,vitamin_B2,vitamin_B6,vitamin_B12,vitamin_B3,vitamin_B9,vitamin_B5,vitamin_C,vitamin_D,vitamin_E,potassium,sodium,calcium,magnesium,iron,zinc,selenium
1623,chickpea and cabbage soup,55,"onions, garlic cloves, vegetable broth, water, tomato paste, canned tomatoes, cabbage, zucchini, tomatoes, green beans, spinach, vegetable bouillon cube, chickpeas, salt and pepper",14,onions garlic cloves vegetable broth water tomato paste canned tomatoes cabbage zucchini tomatoes green beans spinach vegetable bouillon cube chickpeas salt pepper,light_meal,1.29,2.36,6.29,4.86,4.07,6.93,4.71,12.64,0,4.79,9,3.71,16.79,0,7,6.07,12.05,2.72,5.57,5.15,3.65,0
1249,bulgur   black bean summer fruit salad,90,"bulgar wheat, water, salt, ground cinnamon, black beans, orange juice, lemon juice, brown sugar, fresh mint leaves, almonds, fresh strawberries, fresh blueberries, mango",13,bulgar wheat water salt ground cinnamon black beans orange juice lemon juice brown sugar fresh mint leaves almonds fresh strawberries fresh blueberries mango,light_meal,14.12,3.24,5.39,4.65,1.16,3.65,7.82,2.46,0,2.35,4.69,1.92,20.62,0,19.69,3.12,10.13,3.48,8.07,4.02,3.72,0.33
4922,mediterranean mushrooms,20,"fresh tomato, tomato paste, cinnamon, shallots, red wine, garlic clove, rosemary, small mushrooms, salt and pepper",9,fresh tomato tomato paste cinnamon shallots red wine garlic clove rosemary small mushrooms salt pepper,light_meal,1.62,2.23,6.56,4.6,2.23,8.16,11.29,15.67,0,12.95,4.89,12.22,13.22,2.56,6.89,7.73,16.53,4.36,4.99,9.86,4.59,0.03
1824,chopped salad with couscous,25,"couscous, boiling water, raw spinach leaves, cucumber, tomatoes, onion, celery, chickpeas, dried cranberries, fresh basil, garlic cloves, red wine vinegar, olive oil, salt and pepper",14,couscous boiling water raw spinach leaves cucumber tomatoes onion celery chickpeas dried cranberries fresh basil garlic cloves red wine vinegar olive oil salt pepper,light_meal,12.64,2.36,8.36,4.5,8.24,5.64,5.93,10.86,0,3.43,8.07,3,15.29,0,12.45,4.86,14.76,4.79,5.22,10.96,3.51,0
1960,cold fruit soup,50,"water, cinnamon sugar, fresh lemon juice, soft breadcrumbs, lemon rind, apple, pear, cherries, plum, peach, raspberry jam, sweet white wine, cranberry juice",13,water cinnamon sugar fresh lemon juice soft breadcrumbs lemon rind apple pear cherries plum peach raspberry jam sweet white wine cranberry juice,light_meal,2.66,8.2,7.81,4.15,0.74,4.57,2.67,2.85,0,3.27,3.46,2.92,11.15,0,3.31,2.82,5.35,1.86,3.88,4.2,3.25,0.4
3564,green split pea   barley soup,175,"split peas, carrots, celery, onion, water, pearl barley, bay leaf, salt, pepper, garlic, canola oil, onions, fresh dill",13,split peas carrots celery onion water pearl barley bay leaf salt pepper garlic canola oil onions fresh dill,light_meal,1,4.23,5.54,4.08,8.15,5.38,2.77,10.08,0,3.92,2.92,2.31,5,0,1.08,3,12.05,1.62,3.62,3.47,3.47,0.38
5717,parsley vinaigrette,10,"fresh parsley leaves, onion, garlic cloves, olive oil, sugar, salt, vinegar",7,fresh parsley leaves onion garlic cloves olive oil sugar salt vinegar,light_meal,23.14,5.14,7.29,4,8.33,6,5.43,16.14,0,3,7,2.57,32.86,0,22.76,5.01,25.96,5.16,3.87,15.43,3.02,0
7622,sprouted mung bean salad,10,"mung beans, cilantro, lemon juice, extra virgin olive oil, curry, cayenne pepper, soy sauce, garlic, stone ground mustard",9,mung beans cilantro lemon juice extra virgin olive oil curry cayenne pepper soy sauce garlic stone ground mustard,light_meal,19.04,1.59,5.11,3.33,0.37,4.44,2.04,11.33,0,2.15,1.41,2.07,12.89,0,15.56,2.48,23.04,2.19,4.81,8.59,2.15,0.04
1527,three bean salad,15,"garbanzo beans, cannellini beans, kidney beans, purple onion, tomatoes, olive oil, garlic cloves, dried thyme, dried oregano, dried basil, balsamic vinegar",11,garbanzo beans cannellini beans kidney beans purple onion tomatoes olive oil garlic cloves dried thyme dried oregano dried basil balsamic vinegar,light_meal,15.28,1.77,5.55,2.82,9.21,4.37,4.46,12.28,0,2.73,3.1,1.91,8,0.01,13.85,2.84,4.56,6.56,3.03,21.79,3.01,0.15
1726,chinese  green  beans,22,"fresh green beans, sesame oil, garlic powder, light soy sauce, gingerroot, brown sugar, lemon juice, butter",8,fresh green beans sesame oil garlic powder light soy sauce gingerroot brown sugar lemon juice butter,light_meal,0.71,4.21,2.38,2.79,0,3.75,2.12,12.46,0,1.88,1.21,2.08,14.5,0,1,2.58,15.5,1,3.5,2.1,1.71,0.04
4287,moroccan carrot salad,32,"carrots, garlic cloves, cayenne pepper, fresh parsley, fresh coriander, cumin, white vinegar, olive oil, salt, water",10,carrots garlic cloves cayenne pepper fresh parsley fresh coriander cumin white vinegar olive oil salt water,light_meal,16.2,1.6,5.4,2.7,15.73,4.1,4.1,11.1,0,2.4,5.6,2.2,22.8,0,16.23,3.6,18.37,3.61,2.71,10.65,2.02,0
2135,creamy butternut squash   potato soup  vegan,50,"butternut squash, cooking spray, celery, garlic cloves, potato, carrot, yellow onion, water, marjoram, bay leaves, sage, salt & pepper, soymilk",13,butternut squash cooking spray celery garlic cloves potato carrot yellow onion water marjoram bay leaves sage salt pepper soymilk,light_meal,1.69,2.15,3.77,2.62,10.85,4.15,3.69,12.23,0,2.69,2.23,2.69,5.69,0,1.08,3.38,11.05,4.23,3.77,3.7,2.39,0.15
5161,white bean and tomato salad,10,"cannellini beans, garlic cloves, red onion, celery ribs, lemon, juice of, olive oil, of fresh mint, tomatoes, red wine vinegar, salt and pepper",10,cannellini beans garlic cloves red onion celery ribs lemon juice olive oil fresh mint tomatoes red wine vinegar salt pepper,light_meal,16.3,1.6,5.5,2.6,1.13,4,2.1,11.4,0,1.9,2.1,2.5,13,0,14.63,3.2,18.57,2.31,2.71,7.55,1.42,0
2722,easy vegetarian soup,105,"white beans, garlic, onion, carrots, celery, red pepper, frozen corn, frozen peas, tomatoes, v8 vegetable juice, vegetable bouillon cubes, water, basil, tarragon, rosemary, salt",16,white beans garlic onion carrots celery red pepper frozen corn frozen peas tomatoes v8 vegetable juice vegetable bouillon cubes water basil tarragon rosemary salt,light_meal,1.19,1.75,4.56,2.56,11.06,4,4.38,8.38,0,2.38,3.19,2.06,7.94,0,2,2.94,9.92,4.07,2.62,5.88,2.13,0
5624,oriental sesame salad dressing,5,"hoisin sauce, olive oil, red wine vinegar, seasoned rice vinegar, dijon mustard, lime juice, toasted sesame oil, gingerroot, fresh ground black pepper",9,hoisin sauce olive oil red wine vinegar seasoned rice vinegar dijon mustard lime juice toasted sesame oil gingerroot fresh ground black pepper,light_meal,18.74,3.52,3.44,2.52,0.37,4.22,0.59,1.26,0,5.15,0.78,1.67,0,0,14.67,0.64,9.26,1.97,2.83,7.12,2.97,0
7061,simple carrots and celery side dish,17,"vegetable stock, celery, carrots",3,vegetable stock celery carrots,light_meal,0.67,1.67,7.67,2.33,38.67,4,4.67,6.33,0,4.33,9.33,5.33,16,0,3.67,6,3.33,3.67,4,2.33,1.33,0
7105,simple strawberry and spinach salad,10,"strawberries, baby spinach, olive oil, balsamic vinegar, brown sugar",5,strawberries baby spinach olive oil balsamic vinegar brown sugar,light_meal,32.02,4.7,7.82,2.01,8.07,2.42,4.61,5.22,0,2.01,9.22,1.61,19.41,0.02,29.27,3.45,10.23,4.03,5.66,15.85,2.03,0.33
3425,japanese style spinach salad,5,"sesame seeds, water, soy sauce, sugar, salt, spinach",6,sesame seeds water soy sauce sugar salt spinach,light_meal,0.28,3.44,1.67,1.72,6.17,1.5,4.17,3.11,0,2,6.11,0.94,7,0,2.5,2.78,42.78,1.84,4.5,3.66,1.95,0.06
2652,easy low fat  low carb low cal diet soup,25,"cucumber, tomatoes, celery rib, onion, cabbage, vegetable bouillon cube, bay leaf, fresh green herbs, water, salt",10,cucumber tomatoes celery rib onion cabbage vegetable bouillon cube bay leaf fresh green herbs water salt,light_meal,0.3,0.7,2.9,1.4,1.2,2.3,1.7,3.4,0,1.5,3.8,2,11.8,0,3.3,2.7,13.86,1.7,1.7,1.11,0.9,0
3487,greek salad with shaved fennel,20,"fresh lemon juice, apple cider vinegar, dried greek oregano, extra virgin olive oil, salt & pepper, cayenne, red onion, cucumber, tomatoes, fennel bulb, black olives",11,fresh lemon juice apple cider vinegar dried greek oregano extra virgin olive oil salt pepper cayenne red onion cucumber tomatoes fennel bulb black olives,light_meal,14.91,1.27,5.45,1.36,1.3,2.64,1.27,2.82,0,1.82,3.82,1.82,12.36,0,13.76,3.1,16.34,1.92,2.83,6.32,1.1,0
4057,indiana shoepeg salad,30,"white shoepeg corn, english peas, french style green beans, celery, red onion, green pepper, sugar, salt, pepper, vegetable oil, white vinegar",11,white shoepeg corn english peas french style green beans celery red onion green pepper sugar salt pepper vegetable oil white vinegar,light_meal,0.36,2.64,2.73,1.36,0.64,1.64,1.18,1.45,0,1.09,1.55,0.82,2.18,0,0.45,1.28,13.97,1.01,1.28,1.33,0.83,0
1961,cold lychee  mango soup garnished with mint,10,"lychees, lime juice, candied ginger, olive oil, mango, sweet onion, mint leaf",7,lychees lime juice candied ginger olive oil mango sweet onion mint leaf,light_meal,22.71,1.14,5,1,2.19,1.43,0.86,2.14,0,0.86,2.29,0.86,6.86,0,20.62,1,6.71,1.86,1.57,9.62,0.57,0
7787,summertime melon salad,135,"frozen lemonade concentrate, orange marmalade, triple sec, melon balls, fresh strawberries, pineapple, cantaloupes, mint leaf",8,frozen lemonade concentrate orange marmalade triple sec melon balls fresh strawberries pineapple cantaloupes mint leaf,light_meal,0.88,2.12,4.25,1,0.38,3.12,1.38,2.38,0,1.38,3.38,1.5,28.25,0,2.12,2.38,0,1.25,2.25,1.25,0.62,0
6231,quick italian green beans,2,"green beans, diced tomatoes, olive oil, balsamic vinegar, salt, pepper",6,green beans diced tomatoes olive oil balsamic vinegar salt pepper,light_meal,26.35,0.25,4.18,0.84,1.56,1.18,0.68,2.35,0,1.01,1.18,1.01,3.84,0.02,22.72,1.04,29.63,1.53,1.22,9.8,0.37,0.27
6917,scraped cucumber,10,"pickling cucumbers, sugar, ice cube",3,pickling cucumbers sugar ice cube,light_meal,0,7,1,0.33,1,0.67,0.67,0.67,0,0.67,1,1,3.33,0,0.33,1.33,0,0.67,1,0.5,0.33,0
7685,strawberries with balsamic vinegar,10,"strawberry, sugar, balsamic vinegar, ground black pepper",4,strawberry sugar balsamic vinegar ground black pepper,light_meal,0.52,5.88,1.78,0.26,0,0.52,0.51,2.28,0,0.76,2.52,0.76,15.26,0.02,0.5,1.06,0.04,0.54,1.08,0.98,0.29,0.41
5880,philly chinatown oriental ginger cucumbers,720,"cucumbers, salt, fresh ginger, white vinegar, sugar, water, dark sesame oil, toasted sesame seeds, hot chili flakes",9,cucumbers salt fresh ginger white vinegar sugar water dark sesame oil toasted sesame seeds hot chili flakes,light_meal,0,2.33,0.33,0.11,0.33,0.22,0.22,0.22,0,0.22,0.33,0.33,1.11,0,0.11,0.45,14.52,0.23,0.34,0.18,0.13,0
5784,peanut butter and pickle sandwich,5,"bread, peanut butter, sweet gherkins",3,bread peanut butter sweet gherkins,main_meal,117.33,9.67,22,40.67,1.67,31.33,19,17,0,78.33,19.67,22.67,0,0,29.33,13.33,21.67,4.33,40.67,11.33,34.33,20
846,bean nut butter,10,"garbanzo beans, peanut butter, hot water",3,garbanzo beans peanut butter hot water,main_meal,112.33,3.67,18,34.67,0,25.67,16,14,0,75,17.33,20.67,0,0,28.33,12,8,3.33,36.67,8,29.33,18.33
5785,peanut butter and pickle sushi,45,"sushi rice, nori, dill pickle, smooth peanut butter",4,sushi rice nori dill pickle smooth peanut butter,main_meal,85,10.5,14.5,29.75,0,26.25,13,12.75,0,66.75,14,18.75,0,0,21.25,10,6,4,30,6.75,27.25,13.75
5788,peanut butter apple wraps,12,"creamy peanut butter, whole wheat tortillas, apple, carrot, low-fat granola, toasted wheat germ",6,creamy peanut butter whole wheat tortillas apple carrot low fat granola toasted wheat germ,main_meal,76,5.67,20.67,28.33,23,47.33,13.33,19.33,0,41,19.17,16,2,0.33,30.5,11.83,4.83,4.33,32.83,12,52.83,9.17
239,veggie burgers,40,"rice, peanut butter, whole wheat flour, sesame seeds, sunflower seeds, carrot, green pepper",7,rice peanut butter whole wheat flour sesame seeds sunflower seeds carrot green pepper,main_meal,75.43,10.43,15.71,28,14.14,40.29,13.57,23.86,0,50.14,21.29,15.57,0.71,0,54.29,9.71,3.71,4.14,34.86,10.57,28.57,11
5680,pan seared tofu with spicy peanut sauce,75,"firm tofu, peanut sauce, spinach, cucumber",4,firm tofu peanut sauce spinach cucumber,main_meal,46,2,11.25,22.25,10,19.5,16.25,5.5,0,27.75,19.75,12.5,13,0,18,9.75,1.5,9.25,24.75,12.25,19.5,12.5
6167,pumpkin quesadilla for one,10,"whole wheat tortillas, peanut butter, canned pumpkin, pumpkin pie spice, honey",5,whole wheat tortillas peanut butter canned pumpkin pumpkin pie spice honey,main_meal,67.4,2.6,11.4,21,5.4,15.6,10.8,9.8,0,45.8,12.2,14,2.2,0,17.2,8.6,4.8,2.4,22.4,5.4,19.8,11
130,african pineapple peanut stew,30,"onion, garlic cloves, vegetable oil, kale, canned crushed pineapple, peanut butter, tabasco sauce, cilantro",8,onion garlic cloves vegetable oil kale canned crushed pineapple peanut butter tabasco sauce cilantro,main_meal,43.12,4.38,12,16.5,4.75,15,10.62,20.38,0,31.75,11.38,11.25,21.88,0,13.12,8.62,3.25,5.75,16.88,5.88,13,6.88
632,baked peanut butter tofu,100,"extra firm tofu, peanut butter, low sodium soy sauce, boiling water, garlic cloves, vinegar, extra virgin olive oil, fresh ginger, maple syrup, pepper",10,extra firm tofu peanut butter low sodium soy sauce boiling water garlic cloves vinegar extra virgin olive oil fresh ginger maple syrup pepper,main_meal,51.72,7.72,9.3,15.73,0.33,11,11.1,14.17,0,24.3,6.37,7.82,3.7,0,22.53,6.02,19.56,4.7,16.11,11.62,13.68,5.58
8946,vegan nutritional yeast and tvp veggie burgers,25,"textured vegetable protein, quick-cooking rolled oats, dried oregano, dried basil, dried parsley flakes, onion, garlic granules, mustard powder, water, ketchup, soy sauce, creamy peanut butter, whole wheat pastry flour, nutritional yeast",14,textured vegetable protein quick cooking rolled oats dried oregano dried basil dried parsley flakes onion garlic granules mustard powder water ketchup soy sauce creamy peanut butter whole wheat pastry flour nutritional yeast,main_meal,33.4,5.83,12.07,15.24,10.83,17.71,11.43,15.33,0,20.36,10.48,8.69,18.81,0.14,10.98,7.88,15.38,5.95,17.88,12.07,13.19,4.38
841,bean and pumpkin curry,30,"pumpkin, fresh green beans, coconut milk, thai red curry paste, bamboo shoot, lemon grass root, peanut butter, sugar, basil leaves",9,pumpkin fresh green beans coconut milk thai red curry paste bamboo shoot lemon grass root peanut butter sugar basil leaves,main_meal,60.67,4.56,11.56,14.78,10.11,11.22,11.44,8.22,0,27.67,11,9.56,11.11,0,12.67,8.33,3.44,6.11,16.89,11.61,14.67,7.67
8180,thai cabbage slaw,5,"lime juice, rice vinegar, soy sauce, peanut butter, water, chili-garlic sauce, garlic clove, cabbage, carrot, fresh cilantro",10,lime juice rice vinegar soy sauce peanut butter water chili garlic sauce garlic clove cabbage carrot fresh cilantro,main_meal,34.47,5.67,8.7,14.63,10,13.8,7.6,16.27,0,28.7,8.87,9.77,10.4,0,11,6.47,15,3,14.21,4.44,12.58,5.53
8394,tofu apple almond pita pocket,10,"baked tofu, apple, almonds, lemon juice, tofu mayonnaise, fresh chives, fresh parsley",7,baked tofu apple almonds lemon juice tofu mayonnaise fresh chives fresh parsley,main_meal,67.57,2.29,10.86,14.57,12.43,8.43,19.29,7.57,0,5.86,18.14,5,49.43,0.29,93.57,8.57,4.57,11.57,20.43,14.14,11.57,0.57
2353,curried red lentil and spinach soup,55,"light olive oil, onion, red lentils, curry powder, frozen chopped spinach",5,light olive oil onion red lentils curry powder frozen chopped spinach,main_meal,39,1.8,11.4,14.4,8.07,20.2,8.2,15.6,0,2.8,9.8,5.2,10,1.2,29.67,6.2,10.8,4.8,8.8,19.47,9.2,0
597,baked barley almond pilaf with kale,70,"sesame oil, purple onion, pearl barley, tomato paste, chili powder, sea salt, ground pepper, kale, water, slivered almonds",10,sesame oil purple onion pearl barley tomato paste chili powder sea salt ground pepper kale water slivered almonds,main_meal,20,4.7,9.1,13.7,133.5,11.3,39.5,14.5,0,22.3,15,17.1,17.6,0.3,30.3,8.6,15.36,6.7,13.5,13.91,14.81,0.9
615,baked falafel,30,"chickpeas, fresh lemon juice, onion, whole wheat flour, wheat germ, parsley, sesame seeds, black pepper, garlic powder, vegetable oil",10,chickpeas fresh lemon juice onion whole wheat flour wheat germ parsley sesame seeds black pepper garlic powder vegetable oil,main_meal,5.5,7.2,14.6,13.6,6.2,29.7,7,20.5,0,5.8,14.1,5.7,32.2,0,13.5,8.2,2.1,4.4,15.2,13.5,28.2,0.6
1113,brazilian garlic rice,60,"olive oil, garlic, pumpkin seeds, long grain rice, onion, water, salt, hot sauce",8,olive oil garlic pumpkin seeds long grain rice onion water salt hot sauce,main_meal,40.88,6,8,13.38,3.79,10.62,4.5,15.25,0,9.75,7.62,5,6.38,0,18.29,5.88,22.33,3.63,24.38,16.18,13.13,2.25
7991,sweet potato soup with harissa   spinach,50,"olive oil, leeks, tomato paste, creamy peanut butter, harissa, garlic cloves, ground turmeric, ground cumin, sweet potatoes, low sodium vegetable broth, baby spinach leaves, lemon wedge",12,olive oil leeks tomato paste creamy peanut butter harissa garlic cloves ground turmeric ground cumin sweet potatoes low sodium vegetable broth baby spinach leaves lemon wedge,main_meal,48.92,3.58,11.67,12.83,12.03,14.08,10.08,19.67,0,24.42,13.42,10.67,21.33,0.17,25.11,10.67,8.33,4.67,15.25,11.36,10.83,4.58
832,bbq gluten strips,55,"vital wheat gluten, smoked paprika, nutritional yeast, onion powder, garlic powder, water, peanut butter, liquid smoke, soy sauce, barbecue sauce",10,vital wheat gluten smoked paprika nutritional yeast onion powder garlic powder water peanut butter liquid smoke soy sauce barbecue sauce,main_meal,34.28,2.54,7.45,12.78,2.16,10.62,7.19,14.27,0,24.54,5.77,7.57,3.8,0,8.6,5.66,14.71,1.89,13.1,4.63,10.42,5.53
7461,spicy peanut sauce,13,"vegetable oil, scallions, garlic cloves, fresh ginger, water, peanut butter, soy sauce, white vinegar, brown sugar, chili sauce",10,vegetable oil scallions garlic cloves fresh ginger water peanut butter soy sauce white vinegar brown sugar chili sauce,main_meal,33.97,4.17,6.5,12.33,0,9.8,6.2,13.47,0,23.7,5.47,7.37,3.2,0,8.5,5.07,14.71,1.5,12.51,3.69,9.98,5.53
359,apricot and almond stew with rice,35,"dried apricots, water, onion, sugar, slivered almonds, tomato paste, salt, citric acid, oil, rice",10,dried apricots water onion sugar slivered almonds tomato paste salt citric acid oil rice,main_meal,19.4,6.8,6.5,12.3,132.5,10.6,37.1,12.2,0,22.2,11.8,17,9.8,0.3,29,7.6,15.26,4.5,11.6,11.56,13.9,0.4
8320,tofu and broccoli with peanut sauce,60,"peanut butter, hot water, cider vinegar, tamari, blackstrap molasses, cayenne pepper, fresh broccoli, oil, garlic, tofu, salt, onions, peanuts",13,peanut butter hot water cider vinegar tamari blackstrap molasses cayenne pepper fresh broccoli oil garlic tofu salt onions peanuts,main_meal,27.69,3.04,6.46,12.23,0.54,9.46,6.12,12.15,0,18.77,6.31,6.92,11.69,0,8,6.27,12.36,5.39,13.51,7.2,9.9,4.23
7381,spicy african peanut soup with chickpeas,35,"vegetable oil, onion, sweet potato, garlic cloves, vegetable broth, long grain rice, ground thyme, ground cumin, salsa, garbanzo beans, zucchini, crunchy peanut butter, peanuts",13,vegetable oil onion sweet potato garlic cloves vegetable broth long grain rice ground thyme ground cumin salsa garbanzo beans zucchini crunchy peanut butter peanuts,main_meal,26.77,5.54,8,11.54,6.85,12.23,6.38,14.62,0,23.23,6.85,8.38,7.23,0,7.31,6.38,2.31,4.69,12.54,14.08,10.85,4.23
565,baby bok choy with peanut butter noodles,20,"whole wheat spaghetti, canola oil, garlic cloves, onion, carrot, baby bok choy, creamy peanut butter, hot water, soy sauce, rice wine vinegar, honey, lime juice, sriracha sauce",13,whole wheat spaghetti canola oil garlic cloves onion carrot baby bok choy creamy peanut butter hot water soy sauce rice wine vinegar honey lime juice sriracha sauce,main_meal,33.05,4.59,6.46,11.41,10.54,10.54,6.62,12.21,0,22.08,5.59,7.74,3.31,0.15,7.31,4.98,11.7,2.7,11.01,3.26,9.67,4.26
643,baked sweet potato with topping,65,"sweet potato, pure maple syrup, raisins, sunflower seeds, salt and pepper",5,sweet potato pure maple syrup raisins sunflower seeds salt pepper,main_meal,36.7,13.7,9.4,11.4,10.6,33.2,17.6,24.4,0,17.2,17.6,7.9,9.2,0,58.4,8.9,27.03,3.81,25.2,8.72,19.41,3.3
8108,tasty grilled tofu on a stick,225,"extra firm tofu, spicy mustard, seasoned dry bread crumb, chili pepper, olive oil",5,extra firm tofu spicy mustard seasoned dry bread crumb chili pepper olive oil,main_meal,39.93,3.93,8.6,11.33,1.67,7,2.87,3.07,0,3.47,3.4,2,0,0,29,1.93,25.07,6.73,10.47,18,7.93,1
138,african yam stew,55,"vegetable broth, onion, yams, canned chick-peas, brown rice, salt, peanut butter, collard greens, fresh lemon juice, black pepper, braggs liquid aminos, chili sauce",12,vegetable broth onion yams canned chick peas brown rice salt peanut butter collard greens fresh lemon juice black pepper braggs liquid aminos chili sauce,main_meal,28.92,4.42,7.42,11.25,0.42,10.75,5.33,5.75,0,23.25,6.17,7,8.08,0,8,4.33,14.3,2.09,11.83,3.51,9.92,4.58
3187,fried rice with pineapple and tofu,22,"firm tofu, roasted peanuts, salt, red bell pepper, green onion, green peas, snow peas, cooked long-grain brown rice, fresh cilantro, pineapple chunks in juice, low sodium soy sauce, unsalted dry roasted peanuts",12,firm tofu roasted peanuts salt red bell pepper green onion green peas snow peas cooked long grain brown rice fresh cilantro pineapple chunks juice low sodium soy sauce unsalted dry roasted peanuts,main_meal,16.22,5.14,7.75,10.86,1,13.33,6.42,3.97,0,15.08,7.31,6.14,8.83,0,5.5,4.22,22.55,3.59,10.08,5.29,9.48,4.19
1203,brown rice with fried bananas,90,"brown rice, tomato juice, water, onions, green peppers, peanut oil, curry powder, salt, pepper, tomatoes, peanut butter, bananas",12,brown rice tomato juice water onions green peppers peanut oil curry powder salt pepper tomatoes peanut butter bananas,main_meal,36.92,4.58,6.25,10.67,1,10.25,5.33,7.42,0,23.5,6.42,7.5,4.42,0,11.83,5.42,14.14,1.84,11.58,3.01,9.67,4.58
1434,carrot and cashew nut roast,110,"onions, garlic cloves, olive oil, carrots, cashew nuts, whole wheat bread crumbs, tahini, caraway seeds, tamari, lemon, water, salt & freshly ground black pepper",12,onions garlic cloves olive oil carrots cashew nuts whole wheat bread crumbs tahini caraway seeds tamari lemon water salt freshly ground black pepper,main_meal,28.33,7.33,9.58,10.58,8.94,12.92,3.92,14.58,0,5.58,5.08,5.58,8.42,0,13.44,4.25,24.05,2.84,12.92,12.54,9.75,2.92
8362,tofu medallions,35,"firm tofu, olive oil, whole wheat flour, salt, fresh ground pepper, garlic powder, italian seasoning",7,firm tofu olive oil whole wheat flour salt fresh ground pepper garlic powder italian seasoning,main_meal,26.14,5.43,7.29,10.43,0.48,7.86,2.57,15.57,0,2.86,2.29,3.14,4.57,0,20.19,2.86,25.66,4.58,7.43,14.06,6.58,0.86
9017,vegan slow cooker  cheesy  broccoli rice,185,"brown rice, vegetable broth, nutritional yeast, broccoli floret, tofu",5,brown rice vegetable broth nutritional yeast broccoli floret tofu,main_meal,4.6,6.6,3.6,10.4,1.4,9,4,5.6,0,10.6,6,5.8,22.8,0,3.6,3.4,0.4,6.8,8.6,6.2,9.2,0
1234,buckwheat soba with miso  squash  smoked tofu    basil,55,"white miso, hot water, vegetable oil, onions, salt, butternut squash, smoked tofu, fresh basil leaf, soba noodles, red pepper flakes, pumpkin seeds",11,white miso hot water vegetable oil onions salt butternut squash smoked tofu fresh basil leaf soba noodles red pepper flakes pumpkin seeds,main_meal,17,0.91,3.91,10.18,7.73,4.64,5,3.55,0,3.73,7.18,1.91,4.18,0,3.27,4,12.06,5,18.36,10.55,9.37,1.64
8201,thai style broccoli salad,14,"chunky peanut butter, sugar, hot water, fresh lime juice, soy sauce, sesame oil, red pepper flakes, canola oil, fresh broccoli florets, red bell pepper, onion, garlic, peanuts",13,chunky peanut butter sugar hot water fresh lime juice soy sauce sesame oil red pepper flakes canola oil fresh broccoli florets red bell pepper onion garlic peanuts,main_meal,26.28,3.51,6.23,10.18,0.54,8.62,5.85,12.13,0,19,5.9,6.9,11.69,0,7.23,4.82,11.38,2.08,10.46,3.68,8.28,4.26
8749,vegan butternut squash thai curry crepes with coconut ginger,90,"chickpea flour, white flour, salt, extra virgin olive oil, warm water, coconut milk, green curry paste, water, butternut squash, basil, unbleached cane sugar, red pepper, fresh ginger, peanut butter, peanuts, basil leaves, unsweetened flaked coconut",17,chickpea flour white flour salt extra virgin olive oil warm water coconut milk green curry paste water butternut squash basil unbleached cane sugar red pepper fresh ginger peanut butter peanuts basil leaves unsweetened flaked coconut,main_meal,41.94,4.24,8.94,10.18,4.02,8,6.12,5,0,15.18,6.88,5.29,1.88,0,14.31,4.53,12.27,3.77,10.59,10.7,8.83,4.41
6247,quick vegan pesto alfredo sauce,10,"water, firm tofu, cashews, black pepper, garlic salt, olive oil, nutritional yeast, poultry seasoning, pesto sauce",9,water firm tofu cashews black pepper garlic salt olive oil nutritional yeast poultry seasoning pesto sauce,main_meal,21.78,1.22,3.89,10.11,0.48,4.67,3,15,0,8.78,1.33,3,3.56,0.44,15.7,2.56,20.41,3.56,5,9.83,4.34,0
9234,veggie oat burger,60,"extra virgin olive oil, onion, carrot, celery, zucchini, cooked brown rice, quick oats, garlic powder, cumin powder, cayenne powder, nutritional yeast flakes, firm tofu, vegetable seasoning, water, braggs liquid aminos, breadcrumbs",16,extra virgin olive oil onion carrot celery zucchini cooked brown rice quick oats garlic powder cumin powder cayenne powder nutritional yeast flakes firm tofu vegetable seasoning water braggs liquid aminos breadcrumbs,main_meal,14.38,7.38,9.31,9.81,7.9,12.62,4.44,11.25,0,6.06,5.81,5.25,6.38,0,10.65,4.19,7.94,4.19,10.31,9.77,7.62,0.31
880,beet this burger,30,"raw beet, cooked oats, oats, walnuts, almonds, sesame seeds, seasoning, green pepper, celery, onion, dried basil, dried thyme, ground sage, mustard powder, soy sauce",15,raw beet cooked oats oats walnuts almonds sesame seeds seasoning green pepper celery onion dried basil dried thyme ground sage mustard powder soy sauce,main_meal,29.69,2.62,10.53,9.73,8.53,12.47,10.76,8.6,0,4.36,7.24,4.31,3,0,19.91,4.89,11.16,9.11,17.56,19.13,10.42,0.42
1405,caribbean sweet potato   bean stew,250,"sweet potatoes, frozen cut green beans, black beans, vegetable broth, onion, jamaican jerk spice, dried thyme, salt, ground cinnamon, slivered almonds, hot pepper sauce",11,sweet potatoes frozen cut green beans black beans vegetable broth onion jamaican jerk spice dried thyme salt ground cinnamon slivered almonds hot pepper sauce,main_meal,17.69,3.24,6.87,9.63,124.96,6.67,33.24,9.82,0,15.41,9.55,13.73,6.55,0.27,21.82,4.87,12.93,6.75,10.31,23.11,11.75,0.39
